Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Election Year,Office
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,150.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,125.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,125.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,200.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/30/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/30/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,3/28/2012,750.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,3/30/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/28/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/3/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/2/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/4/2012,15.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/6/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/8/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/9/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/10/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/13/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/14/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/19/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/22/2012,20.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/23/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/23/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/25/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/26/2012,26.2,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/26/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/17/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/27/2012,26.2,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/2/2012,27.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/24/2012,200.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Labor,4/27/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,5/5/2012,1000.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/29/2012,150.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/29/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/7/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,3/15/2012,150.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/28/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,5/17/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/12/2012,6.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/5/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/6/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/3/2012,30.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/1/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/2/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/2/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,2/2/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,1000.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/30/2011,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/21/2011,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/10/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/19/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/12/2011,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/13/2011,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/15/2011,125.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/15/2012,125.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/30/2011,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/31/2011,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,12/31/2011,10.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/4/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/6/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/26/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/9/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,30.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,750.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,1/30/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/30/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,200.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,40.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,1000.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/29/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,1.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,1000.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,150.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,3/17/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/26/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/26/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/26/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/26/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,1/27/2012,1000.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,12/15/2011,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,1/15/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/31/2012,50.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/27/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,250.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,1/31/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,1/25/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/12/2012,100.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/3/2012,500.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Individual,4/17/2012,25.0,2012.0,Council At-Large
Sekou Biddle ,Biddle 2012,Business,4/13/2012,1000.0,2012.0,Council At-Large
Bill Dwenger ,Bill Dwenger For Ward 5,Candidate,1/24/2012,6.17,2012.0,Council Ward 5
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,125.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/11/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,150.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/4/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,251.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,2/23/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,101.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/10/2012,201.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,10/11/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/8/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,51.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/10/2012,200.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/10/2012,301.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/8/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,15.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/4/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,75.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,40.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/10/2012,300.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/8/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/8/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/8/2012,125.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/10/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/8/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/5/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,2/18/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/10/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/8/2012,200.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/8/2012,250.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/8/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,3/8/2012,300.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,3/8/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,7/27/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,7/28/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,7/28/2012,500.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,5.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,10.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,20.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Corporation,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,7/30/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,7/30/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,7/30/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/1/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,7/31/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
Muriel Bowser ,Bowser 2012,Individual,8/2/2012,25.0,2012.0,Council Ward 4
