,Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Year,Office
5263,Adrian M Fenty ,Fenty 2010,Corporation,2/15/2010,2,2010.0,Mayor
5264,Adrian M Fenty ,Fenty 2010,Corporation,2/1/2010,2,2010.0,Mayor
5265,Adrian M Fenty ,Fenty 2010,Individual,2/24/2010,1,2010.0,Mayor
5266,Adrian M Fenty ,Fenty 2010,Individual,2/19/2010,2,2010.0,Mayor
5267,Adrian M Fenty ,Fenty 2010,Business,2/4/2010,2,2010.0,Mayor
5268,Adrian M Fenty ,Fenty 2010,Corporation,2/22/2010,1,2010.0,Mayor
5269,Adrian M Fenty ,Fenty 2010,Corporation,2/22/2010,1,2010.0,Mayor
5270,Adrian M Fenty ,Fenty 2010,Individual,2/23/2010,2,2010.0,Mayor
5271,Adrian M Fenty ,Fenty 2010,Individual,2/26/2010,2,2010.0,Mayor
5272,Adrian M Fenty ,Fenty 2010,Individual,2/25/2010,1,2010.0,Mayor
5273,Adrian M Fenty ,Fenty 2010,Labor,2/22/2010,2,2010.0,Mayor
5274,Adrian M Fenty ,Fenty 2010,Corporation,2/23/2010,2,2010.0,Mayor
5275,Adrian M Fenty ,Fenty 2010,Individual,2/22/2010,15,2010.0,Mayor
5276,Adrian M Fenty ,Fenty 2010,Individual,2/17/2010,2,2010.0,Mayor
5277,Adrian M Fenty ,Fenty 2010,Individual,2/17/2010,2,2010.0,Mayor
5278,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,2,2010.0,Mayor
5279,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,2,2010.0,Mayor
5280,Adrian M Fenty ,Fenty 2010,Individual,2/22/2010,2,2010.0,Mayor
5281,Adrian M Fenty ,Fenty 2010,Individual,2/22/2010,2,2010.0,Mayor
5282,Adrian M Fenty ,Fenty 2010,Individual,2/23/2010,5,2010.0,Mayor
5283,Adrian M Fenty ,Fenty 2010,Corporation,2/23/2010,2,2010.0,Mayor
5284,Adrian M Fenty ,Fenty 2010,Individual,2/22/2010,5,2010.0,Mayor
5285,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,1,2010.0,Mayor
5286,Adrian M Fenty ,Fenty 2010,Individual,2/27/2010,2,2010.0,Mayor
5287,Adrian M Fenty ,Fenty 2010,Individual,3/3/2010,1,2010.0,Mayor
5288,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,1,2010.0,Mayor
5289,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,1,2010.0,Mayor
5290,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,5,2010.0,Mayor
5291,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,5,2010.0,Mayor
5292,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5293,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5294,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5295,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5296,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5297,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5298,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5299,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5300,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5301,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,25,2010.0,Mayor
5302,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,1,2010.0,Mayor
5303,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,1,2010.0,Mayor
5304,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,5,2010.0,Mayor
5305,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,1,2010.0,Mayor
5306,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,5,2010.0,Mayor
5307,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,25,2010.0,Mayor
5308,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,5,2010.0,Mayor
5309,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,1,2010.0,Mayor
5310,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,25,2010.0,Mayor
5311,Adrian M Fenty ,Fenty 2010,Individual,2/1/2010,3,2010.0,Mayor
5312,Adrian M Fenty ,Fenty 2010,Individual,3/6/2010,25,2010.0,Mayor
5313,Adrian M Fenty ,Fenty 2010,Individual,2/2/2010,5,2010.0,Mayor
5314,Adrian M Fenty ,Fenty 2010,Individual,2/2/2010,1,2010.0,Mayor
5315,Adrian M Fenty ,Fenty 2010,Individual,7/26/2010,2,2010.0,Mayor
5316,Adrian M Fenty ,Fenty 2010,Individual,2/3/2010,25,2010.0,Mayor
5317,Adrian M Fenty ,Fenty 2010,Individual,2/4/2010,1,2010.0,Mayor
5318,Adrian M Fenty ,Fenty 2010,Individual,2/7/2010,2,2010.0,Mayor
5319,Adrian M Fenty ,Fenty 2010,Individual,2/7/2010,2,2010.0,Mayor
5320,Adrian M Fenty ,Fenty 2010,Corporation,2/22/2010,2,2010.0,Mayor
5321,Adrian M Fenty ,Fenty 2010,Individual,2/6/2010,25,2010.0,Mayor
5322,Adrian M Fenty ,Fenty 2010,Individual,2/27/2010,25,2010.0,Mayor
5323,Adrian M Fenty ,Fenty 2010,Individual,10/28/2010,25,2010.0,Mayor
5324,Adrian M Fenty ,Fenty 2010,Individual,2/10/2010,1,2010.0,Mayor
5325,Adrian M Fenty ,Fenty 2010,Individual,2/12/2010,1,2010.0,Mayor
5326,Adrian M Fenty ,Fenty 2010,Individual,2/25/2010,11,2010.0,Mayor
5327,Adrian M Fenty ,Fenty 2010,Individual,2/28/2010,1,2010.0,Mayor
5328,Adrian M Fenty ,Fenty 2010,Individual,3/1/2010,5,2010.0,Mayor
5329,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5330,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5331,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5332,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5333,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5334,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5335,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5336,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5337,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5338,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,5,2010.0,Mayor
5339,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,1,2010.0,Mayor
5340,Adrian M Fenty ,Fenty 2010,Individual,12/30/2009,2,2010.0,Mayor
5341,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,5,2010.0,Mayor
5342,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,25,2010.0,Mayor
5343,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,5,2010.0,Mayor
5344,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,25,2010.0,Mayor
5345,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,25,2010.0,Mayor
5346,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,25,2010.0,Mayor
5347,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,25,2010.0,Mayor
5348,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,25,2010.0,Mayor
5349,Adrian M Fenty ,Fenty 2010,Individual,1/7/2010,1,2010.0,Mayor
5350,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,2,2010.0,Mayor
5351,Adrian M Fenty ,Fenty 2010,Individual,12/21/2009,25,2010.0,Mayor
5352,Adrian M Fenty ,Fenty 2010,Individual,12/12/2009,1,2010.0,Mayor
5353,Adrian M Fenty ,Fenty 2010,Individual,12/31/2009,2,2010.0,Mayor
5354,Adrian M Fenty ,Fenty 2010,Individual,12/19/2009,1,2010.0,Mayor
5355,Adrian M Fenty ,Fenty 2010,Business,12/7/2009,5,2010.0,Mayor
5356,Adrian M Fenty ,Fenty 2010,Individual,12/20/2009,11,2010.0,Mayor
5357,Adrian M Fenty ,Fenty 2010,Individual,1/28/2010,1,2010.0,Mayor
5358,Adrian M Fenty ,Fenty 2010,Individual,3/11/2010,1,2010.0,Mayor
5359,Adrian M Fenty ,Fenty 2010,Individual,12/20/2009,1,2010.0,Mayor
5360,Adrian M Fenty ,Fenty 2010,Individual,12/16/2009,2,2010.0,Mayor
5361,Adrian M Fenty ,Fenty 2010,Individual,12/29/2009,2,2010.0,Mayor
5362,Adrian M Fenty ,Fenty 2010,Individual,12/2/2009,2,2010.0,Mayor
5363,Adrian M Fenty ,Fenty 2010,Individual,12/5/2009,17,2010.0,Mayor
5364,Adrian M Fenty ,Fenty 2010,Individual,12/5/2009,5,2010.0,Mayor
5365,Adrian M Fenty ,Fenty 2010,Individual,12/10/2009,5,2010.0,Mayor
5366,Adrian M Fenty ,Fenty 2010,Individual,12/30/2009,2,2010.0,Mayor
5367,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,25,2010.0,Mayor
5368,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,2,2010.0,Mayor
5369,Adrian M Fenty ,Fenty 2010,Business,1/14/2010,5,2010.0,Mayor
5370,Adrian M Fenty ,Fenty 2010,Business,1/14/2010,5,2010.0,Mayor
5371,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,25,2010.0,Mayor
5372,Adrian M Fenty ,Fenty 2010,Individual,5/17/2010,25,2010.0,Mayor
5373,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,2,2010.0,Mayor
5374,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,1,2010.0,Mayor
5375,Adrian M Fenty ,Fenty 2010,Business,12/22/2009,2,2010.0,Mayor
5376,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,25,2010.0,Mayor
5377,Adrian M Fenty ,Fenty 2010,Business,12/7/2009,1,2010.0,Mayor
5378,Adrian M Fenty ,Fenty 2010,Individual,12/2/2009,1,2010.0,Mayor
5379,Adrian M Fenty ,Fenty 2010,Business,12/3/2009,1,2010.0,Mayor
5380,Adrian M Fenty ,Fenty 2010,Individual,12/7/2009,5,2010.0,Mayor
5381,Adrian M Fenty ,Fenty 2010,Business,1/12/2010,2,2010.0,Mayor
5382,Adrian M Fenty ,Fenty 2010,Individual,1/12/2010,2,2010.0,Mayor
5383,Adrian M Fenty ,Fenty 2010,Individual,1/13/2010,2,2010.0,Mayor
5384,Adrian M Fenty ,Fenty 2010,Individual,1/12/2010,2,2010.0,Mayor
5385,Adrian M Fenty ,Fenty 2010,Business,12/16/2009,5,2010.0,Mayor
5386,Adrian M Fenty ,Fenty 2010,Business,12/15/2009,25,2010.0,Mayor
5387,Adrian M Fenty ,Fenty 2010,Business,12/8/2009,2,2010.0,Mayor
5388,Adrian M Fenty ,Fenty 2010,Individual,12/14/2009,1,2010.0,Mayor
5389,Adrian M Fenty ,Fenty 2010,Individual,12/14/2009,5,2010.0,Mayor
5390,Adrian M Fenty ,Fenty 2010,Individual,12/14/2009,3,2010.0,Mayor
5391,Adrian M Fenty ,Fenty 2010,Individual,12/15/2009,102,2010.0,Mayor
5392,Adrian M Fenty ,Fenty 2010,Individual,12/15/2009,5,2010.0,Mayor
5393,Adrian M Fenty ,Fenty 2010,Individual,12/16/2009,25,2010.0,Mayor
5394,Adrian M Fenty ,Fenty 2010,Individual,12/16/2009,2,2010.0,Mayor
5395,Adrian M Fenty ,Fenty 2010,Individual,12/19/2009,1,2010.0,Mayor
5396,Adrian M Fenty ,Fenty 2010,Individual,12/23/2009,25,2010.0,Mayor
5397,Adrian M Fenty ,Fenty 2010,Individual,12/23/2009,5,2010.0,Mayor
5398,Adrian M Fenty ,Fenty 2010,Individual,12/24/2009,1,2010.0,Mayor
5399,Adrian M Fenty ,Fenty 2010,Individual,12/28/2009,15,2010.0,Mayor
5400,Adrian M Fenty ,Fenty 2010,Individual,12/29/2009,2,2010.0,Mayor
5401,Adrian M Fenty ,Fenty 2010,Individual,12/30/2009,5,2010.0,Mayor
5402,Adrian M Fenty ,Fenty 2010,Individual,12/25/2009,1,2010.0,Mayor
5403,Adrian M Fenty ,Fenty 2010,Individual,12/30/2009,1,2010.0,Mayor
5404,Adrian M Fenty ,Fenty 2010,Individual,12/30/2009,5,2010.0,Mayor
5405,Adrian M Fenty ,Fenty 2010,Individual,1/3/2010,2,2010.0,Mayor
5406,Adrian M Fenty ,Fenty 2010,Individual,1/8/2010,25,2010.0,Mayor
5407,Adrian M Fenty ,Fenty 2010,Individual,9/7/2010,2,2010.0,Mayor
5408,Adrian M Fenty ,Fenty 2010,Individual,1/8/2010,25,2010.0,Mayor
5409,Adrian M Fenty ,Fenty 2010,Individual,1/8/2010,25,2010.0,Mayor
5410,Adrian M Fenty ,Fenty 2010,Individual,1/8/2010,1,2010.0,Mayor
5411,Adrian M Fenty ,Fenty 2010,Individual,1/8/2010,1,2010.0,Mayor
5412,Adrian M Fenty ,Fenty 2010,Individual,1/8/2010,25,2010.0,Mayor
5413,Adrian M Fenty ,Fenty 2010,Individual,1/10/2010,5,2010.0,Mayor
5414,Adrian M Fenty ,Fenty 2010,Individual,1/12/2010,2,2010.0,Mayor
5415,Adrian M Fenty ,Fenty 2010,Individual,1/12/2010,51,2010.0,Mayor
5416,Adrian M Fenty ,Fenty 2010,Individual,1/12/2010,1,2010.0,Mayor
5417,Adrian M Fenty ,Fenty 2010,Individual,1/13/2010,5,2010.0,Mayor
5418,Adrian M Fenty ,Fenty 2010,Individual,1/13/2010,2,2010.0,Mayor
5419,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,2,2010.0,Mayor
5420,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,5,2010.0,Mayor
5421,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,5,2010.0,Mayor
5422,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,2,2010.0,Mayor
5423,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,1,2010.0,Mayor
5424,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,1,2010.0,Mayor
5425,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,1,2010.0,Mayor
5426,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,1,2010.0,Mayor
5427,Adrian M Fenty ,Fenty 2010,Business,1/15/2010,2,2010.0,Mayor
5428,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,1,2010.0,Mayor
5429,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,2,2010.0,Mayor
5430,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,5,2010.0,Mayor
5431,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,1,2010.0,Mayor
5432,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5433,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,2,2010.0,Mayor
5434,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,75,2010.0,Mayor
5435,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5436,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5437,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,1,2010.0,Mayor
5438,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,2,2010.0,Mayor
5439,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5440,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,3,2010.0,Mayor
5441,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,5,2010.0,Mayor
5442,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,5,2010.0,Mayor
5443,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,5,2010.0,Mayor
5444,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,1,2010.0,Mayor
5445,Adrian M Fenty ,Fenty 2010,Business,8/14/2009,1,2010.0,Mayor
5446,Adrian M Fenty ,Fenty 2010,Business,8/5/2009,1,2010.0,Mayor
5447,Adrian M Fenty ,Fenty 2010,Individual,8/14/2009,2,2010.0,Mayor
5448,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5449,Adrian M Fenty ,Fenty 2010,Business,12/2/2009,3,2010.0,Mayor
5450,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,1,2010.0,Mayor
5451,Adrian M Fenty ,Fenty 2010,Individual,11/27/2009,3,2010.0,Mayor
5452,Adrian M Fenty ,Fenty 2010,Individual,12/4/2009,1,2010.0,Mayor
5453,Adrian M Fenty ,Fenty 2010,Individual,1/15/2010,25,2010.0,Mayor
5454,Adrian M Fenty ,Fenty 2010,Individual,1/14/2010,25,2010.0,Mayor
5455,Adrian M Fenty ,Fenty 2010,Individual,1/13/2010,1,2010.0,Mayor
5456,Adrian M Fenty ,Fenty 2010,Individual,9/3/2009,2,2010.0,Mayor
5457,Adrian M Fenty ,Fenty 2010,Individual,9/10/2009,5,2010.0,Mayor
5458,Adrian M Fenty ,Fenty 2010,Individual,9/10/2009,2,2010.0,Mayor
5459,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,5,2010.0,Mayor
5460,Adrian M Fenty ,Fenty 2010,Individual,10/12/2009,1,2010.0,Mayor
5461,Adrian M Fenty ,Fenty 2010,Individual,10/15/2009,1,2010.0,Mayor
5462,Adrian M Fenty ,Fenty 2010,Individual,10/15/2009,25,2010.0,Mayor
5463,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5464,Adrian M Fenty ,Fenty 2010,Individual,8/1/2009,2,2010.0,Mayor
5465,Adrian M Fenty ,Fenty 2010,Business,8/1/2009,1,2010.0,Mayor
5466,Adrian M Fenty ,Fenty 2010,Individual,11/6/2009,15,2010.0,Mayor
5467,Adrian M Fenty ,Fenty 2010,Business,8/5/2009,5,2010.0,Mayor
5468,Adrian M Fenty ,Fenty 2010,Individual,10/27/2009,5,2010.0,Mayor
5469,Adrian M Fenty ,Fenty 2010,Business,10/20/2009,4,2010.0,Mayor
5470,Adrian M Fenty ,Fenty 2010,Business,10/19/2009,2,2010.0,Mayor
5471,Adrian M Fenty ,Fenty 2010,Individual,10/19/2009,2,2010.0,Mayor
5472,Adrian M Fenty ,Fenty 2010,Business,11/25/2009,1,2010.0,Mayor
5473,Adrian M Fenty ,Fenty 2010,Individual,12/7/2009,2,2010.0,Mayor
5474,Adrian M Fenty ,Fenty 2010,Individual,10/6/2009,5,2010.0,Mayor
5475,Adrian M Fenty ,Fenty 2010,Individual,1/6/2010,1,2010.0,Mayor
5476,Adrian M Fenty ,Fenty 2010,Individual,12/12/2009,25,2010.0,Mayor
5477,Adrian M Fenty ,Fenty 2010,Business,12/21/2009,11,2010.0,Mayor
5478,Adrian M Fenty ,Fenty 2010,Business,12/2/2009,5,2010.0,Mayor
5479,Adrian M Fenty ,Fenty 2010,Individual,12/5/2009,25,2010.0,Mayor
5480,Adrian M Fenty ,Fenty 2010,Corporation,2/24/2010,5,2010.0,Mayor
5481,Adrian M Fenty ,Fenty 2010,Corporation,2/18/2010,2,2010.0,Mayor
5482,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5483,Adrian M Fenty ,Fenty 2010,Corporation,3/2/2010,2,2010.0,Mayor
5484,Adrian M Fenty ,Fenty 2010,Corporation,2/1/2010,2,2010.0,Mayor
5485,Adrian M Fenty ,Fenty 2010,Corporation,2/1/2010,2,2010.0,Mayor
5486,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5487,Adrian M Fenty ,Fenty 2010,Corporation,3/9/2010,2,2010.0,Mayor
5488,Adrian M Fenty ,Fenty 2010,Individual,3/1/2010,1,2010.0,Mayor
5489,Adrian M Fenty ,Fenty 2010,Corporation,2/18/2010,1,2010.0,Mayor
5490,Adrian M Fenty ,Fenty 2010,Individual,2/2/2010,2,2010.0,Mayor
5491,Adrian M Fenty ,Fenty 2010,Individual,3/2/2010,1,2010.0,Mayor
5492,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,319.11,2010.0,Mayor
5493,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5494,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5495,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,25,2010.0,Mayor
5496,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5497,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5498,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,15,2010.0,Mayor
5499,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5500,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5501,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5502,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,25,2010.0,Mayor
5503,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5504,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,20.1,2010.0,Mayor
5505,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5506,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,3,2010.0,Mayor
5507,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5508,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5509,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,51,2010.0,Mayor
5510,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5511,Adrian M Fenty ,Fenty 2010,Individual,6/7/2010,1,2010.0,Mayor
5512,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,85,2010.0,Mayor
5513,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,20.1,2010.0,Mayor
5514,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,20.1,2010.0,Mayor
5515,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5516,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5517,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5518,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5519,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5520,Adrian M Fenty ,Fenty 2010,Individual,9/6/2010,5,2010.0,Mayor
5521,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5522,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,51,2010.0,Mayor
5523,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5524,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,15,2010.0,Mayor
5525,Adrian M Fenty ,Fenty 2010,Individual,7/30/2010,25,2010.0,Mayor
5526,Adrian M Fenty ,Fenty 2010,Individual,8/10/2010,15,2010.0,Mayor
5527,Adrian M Fenty ,Fenty 2010,Individual,9/7/2010,1,2010.0,Mayor
5528,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5529,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5530,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,15,2010.0,Mayor
5531,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5532,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5533,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,25,2010.0,Mayor
5534,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5535,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5536,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5537,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5538,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5539,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5540,Adrian M Fenty ,Fenty 2010,Individual,3/8/2010,2,2010.0,Mayor
5541,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5542,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,25,2010.0,Mayor
5543,Adrian M Fenty ,Fenty 2010,Corporation,3/9/2010,2,2010.0,Mayor
5544,Adrian M Fenty ,Fenty 2010,Corporation,3/9/2010,5,2010.0,Mayor
5545,Adrian M Fenty ,Fenty 2010,Corporation,6/9/2010,5,2010.0,Mayor
5546,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5547,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5548,Adrian M Fenty ,Fenty 2010,Individual,3/8/2010,5,2010.0,Mayor
5549,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,1,2010.0,Mayor
5550,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,5,2010.0,Mayor
5551,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,5,2010.0,Mayor
5552,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,5,2010.0,Mayor
5553,Adrian M Fenty ,Fenty 2010,Individual,3/8/2010,2,2010.0,Mayor
5554,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,5,2010.0,Mayor
5555,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,1,2010.0,Mayor
5556,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,5,2010.0,Mayor
5557,Adrian M Fenty ,Fenty 2010,Individual,3/8/2010,2,2010.0,Mayor
5558,Adrian M Fenty ,Fenty 2010,Individual,2/26/2010,51,2010.0,Mayor
5559,Adrian M Fenty ,Fenty 2010,Individual,2/26/2010,5,2010.0,Mayor
5560,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5561,Adrian M Fenty ,Fenty 2010,Individual,3/9/2010,2,2010.0,Mayor
5562,Adrian M Fenty ,Fenty 2010,Individual,3/4/2010,175,2010.0,Mayor
5563,Adrian M Fenty ,Fenty 2010,Corporation,3/5/2010,2,2010.0,Mayor
5564,Adrian M Fenty ,Fenty 2010,Individual,3/5/2010,2,2010.0,Mayor
5565,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,5,2010.0,Mayor
5566,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,25,2010.0,Mayor
5567,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,1,2010.0,Mayor
5568,Adrian M Fenty ,Fenty 2010,Individual,8/10/2010,1,2010.0,Mayor
5569,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,125,2010.0,Mayor
5570,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5571,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
5572,Adrian M Fenty ,Fenty 2010,Individual,3/10/2010,2,2010.0,Mayor
